"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Cpa|evm.model.tig00021234.31",5.00023404014991e-08,3.16880726526497e-07,16,2.55286718679306,24,5.00023404014991e-08,17
"Cpa|evm.model.tig00021374.47",0.727306505198312,0.824893358783885,8,3.44567765410415,24,NA,NA
"Cpa|evm.model.tig00000135.2",0.000436120439117286,0.000941680444142135,17,10.3101390256314,24,0.000436120439117286,18
"Cpa|evm.model.tig00021013.43",1,1,2,1.35978412961413,24,NA,NA
"Cpa|evm.model.tig00000711.70",1.036291778154e-11,3.06818324893239e-10,17,65.3064918038415,24,1.036291778154e-11,18
"Cpa|evm.model.tig00021433.24",0.0409376124012707,0.0577504236144651,19,2.34384911140141,24,0.0409376124012707,20
"Cpa|evm.model.tig00000093.236",0.11313236504279,0.147128445607584,13,0.550070184728416,24,NA,NA
"Cpa|evm.model.tig00000865.7",0.00230398116173682,0.0042274540783977,8,64.4451365231327,24,0.00230398116173682,9
"Cpa|evm.model.tig00001038.20",2.32861982968407e-06,9.08370554393889e-06,14,1.67912860877622,24,2.32861982968407e-06,15
"Cpa|evm.model.tig00000113.15",3.59071551455286e-05,0.000101578270309137,19,2.05035949548122,24,3.59071551455286e-05,20
"Cpa|evm.model.tig00000144.34",0.599754116491213,0.688838168456667,18,5.33980072806553,24,NA,NA
"Cpa|evm.model.tig00000889.15",7.8662299437806e-09,6.44066558862152e-08,10,10.375495399279,24,7.8662299437806e-09,11
"Cpa|evm.model.tig00000655.48",1.93532499607445e-06,7.7180979215804e-06,14,10.8415344916308,24,1.93532499607445e-06,15
"Cpa|evm.model.tig00020812.4",1.59484932431485e-05,4.93733919470828e-05,20,1.69359418281984,24,1.59484932431485e-05,21
"Cpa|evm.model.tig00020675.21",0.000570794194130918,0.00119697447508418,18,3.06597834398091,24,0.000570794194130918,19
"Cpa|evm.model.tig00020560.19",1.42056278204452e-11,3.83145430801037e-10,15,2.27751707588296,24,1.42056278204452e-11,16
"Cpa|evm.model.tig00001206.22",9.99702631935445e-09,7.88102005147994e-08,13,45.0571311153848,24,9.99702631935445e-09,14
"Cpa|evm.model.tig00000808.38",4.91680755137136e-05,0.000133697131125205,4,7.67589780625803,24,4.91680755137136e-05,5
"Cpa|evm.model.tig00021234.30",0.000963665150095782,0.00191907257558105,14,19.8798765462432,24,0.000963665150095782,15
